t,prey,predator
154.55,27.660852345884617,10.480608617266736
154.56,27.63053268473906,10.478157048160657
154.57,27.60025980526479,10.475674283095678
154.58,27.5700337987003,10.473160393431268
154.59,27.539854755293778,10.470615450853586
154.6,27.509722764306062,10.468039527372529
154.61,27.479637914013605,10.465432695318793
154.62,27.44960029171145,10.46279502734092
154.63,27.41960998371624,10.46012659640236
154.64,27.389667075369225,10.457427475778518
154.65,27.359771651039317,10.454697739053822
154.66,27.329923794126127,10.451937460118776
154.67,27.30012358706305,10.449146713167021
154.68,27.27037111132035,10.446325572692402
154.69,27.240666447408273,10.443474113486024
154.7,27.21100967488016,10.440592410633327
154.71,27.181400872335594,10.437680539511149
154.72,27.151840117423564,10.434738575784799
154.73,27.122327486845624,10.431766595405126
154.74,27.092863056359086,10.428764674605603
154.75,27.063446900780228,10.425732889899395
154.76,27.034079093987508,10.422671318076448
154.77,27.00475970892479,10.41958003620057
154.78,26.975488817604614,10.416459121606518
154.79,26.94626649111143,10.413308651897092
154.8,26.917092799604898,10.410128704940222
154.81,26.88796781232316,10.406919358866071
154.82,26.858891597586158,10.403680692064137
154.83,26.829864222798935,10.40041278318035
154.84,26.800885754454978,10.397115711114187
154.85,26.77195625813955,10.393789555015786
154.86,26.743075798533052,10.390434394283059
154.87,26.714244439414387,10.387050308558809
154.88,26.685462243664333,10.383637377727865
154.89,26.656729273268944,10.380195681914207
154.9,26.628045589322944,10.3767253014781
154.91,26.59941125203314,10.373226317013229
154.92,26.570826320721842,10.369698809343854
154.93,26.54229085383031,10.366142859521949
154.94,26.513804908922182,10.362558548824362
154.95,26.485368542686942,10.35894595874997
154.96,26.456981810943375,10.355305171016848
154.97,26.428644768643046,10.351636267559433
154.98,26.400357469873782,10.347939330525708
154.99,26.372119967863167,10.344214442274376
155.0,26.343932314982037,10.34046168537205
155.01,26.315794562748,10.336681142590445
155.02,26.28770676182894,10.332872896903577
155.03,26.259668962046558,10.329037031484972
155.04,26.2316812123799,10.325173629704869
155.05,26.203743560968903,10.321282775127443
155.06,26.175856055117933,10.31736455150803
155.07,26.14801874129936,10.31341904279035
155.08,26.120231665157107,10.309446333103756
155.09,26.09249487151023,10.305446506760461
155.1,26.064808404356487,10.301419648252807
155.11,26.037172306875927,10.297365842250507
155.12,26.00958662143448,10.293285173597917
155.13,25.98205138958755,10.289177727311305
155.14,25.954566652083617,10.285043588576132
155.15,25.927132448867845,10.280882842744331
155.16,25.899748819085687,10.27669557533161
155.17,25.872415801086515,10.272481872014746
155.18,25.84513343242722,10.26824181862889
155.19,25.81790174987587,10.263975501164893
155.2,25.790720789415303,10.25968300576662
155.21,25.763590586246792,10.255364418728284
155.22,25.736511174793662,10.251019826491786
155.23,25.709482588704947,10.246649315644065
155.24,25.68250486085903,10.242252972914445
155.25,25.655578023367283,10.237830885172004
155.26,25.628702107577737,10.233383139422944
155.27,25.60187714407872,10.228909822807973
155.28,25.575103162702522,10.224411022599687
155.29,25.548380192529052,10.219886826199975
155.3,25.521708261889508,10.215337321137413
155.31,25.495087398370025,10.210762595064688
155.32,25.46851762881536,10.206162735756012
155.33,25.441998979332542,10.20153783110456
155.34,25.415531475294557,10.196887969119905
